Country Name,Year,Water,Life
Angola,1961,,37.267
Albania,1961,,55.634
Andorra,1961,,
Arab World,1961,,45.6764014974966
United Arab Emirates,1961,,49.695
Argentina,1961,,64.36
Armenia,1961,,61.803
American Samoa,1961,,
Antigua and Barbuda,1961,,62.363
Australia,1961,,70.9731707317073
Austria,1961,,69.5773170731707
Azerbaijan,1961,,56.192
Burundi,1961,,43.252
Belgium,1961,,70.5209756097561
Benin,1961,,38.542
Burkina Faso,1961,,36.24
Bangladesh,1961,,45.662
Bulgaria,1961,,70.1956097560976
Bahrain,1961,,52.112
"Bahamas, The",1961,,63.185
Bosnia and Herzegovina,1961,,61.856
Belarus,1961,,69.7383902439024
Belize,1961,,53.356
Bermuda,1961,,64.111
Bolivia,1961,,43.4
Brazil,1961,,53.183
Barbados,1961,,65.318
Brunei Darussalam,1961,,57.817
Bhutan,1961,,33.946
Botswana,1961,,50.891
Central African Republic,1961,,39.737
Canada,1961,,71.3460975609756
Central Europe and the Baltics,1961,,68.2359322349445
Switzerland,1961,,71.6448780487805
Channel Islands,1961,,69.747
Chile,1961,,57.537
China,1961,,40.468
Cote d'Ivoire,1961,,38.744
Cameroon,1961,,35.406
"Congo, Dem. Rep.",1961,,40.239
"Congo, Rep.",1961,,48.697
Colombia,1961,,57.73
Comoros,1961,,40.147
Cabo Verde,1961,,49.953
Costa Rica,1961,,60.901
Caribbean small states,1961,,62.0686652717646
Cuba,1961,,64.512
Curacao,1961,,65.9092926829268
Cayman Islands,1961,,
Cyprus,1961,,64.804
Czechia,1961,,70.5126829268293
Germany,1961,,69.6448780487805
Djibouti,1961,,43.721
Dominica,1961,,59.949
Denmark,1961,,72.4382926829268
Dominican Republic,1961,,50.84
Algeria,1961,,40.516
East Asia & Pacific (excluding high income),1961,,43.3587060486227
Early-demographic dividend,1961,,47.3655201006931
East Asia & Pacific,1961,,46.5770199703542
Europe & Central Asia (excluding high income),1961,,64.689911405309
Europe & Central Asia,1961,,67.7510465102691
Ecuador,1961,,53.895
"Egypt, Arab Rep.",1961,,46.024
Euro area,1961,,69.659185211299
Eritrea,1961,,37.974
Spain,1961,,69.4804878048781
Estonia,1961,,68.9621219512195
Ethiopia,1961,,40.995
European Union,1961,,69.4373542996767
Fragile and conflict affected situations,1961,,46.5393849042171
Finland,1961,,68.8441463414634
Fiji,1961,,58.199
France,1961,,70.1170731707317
Faroe Islands,1961,,
"Micronesia, Fed. Sts.",1961,,57.11
Gabon,1961,,47.228
United Kingdom,1961,,70.8780487804878
Georgia,1961,,61.416
Ghana,1961,,47.325
Gibraltar,1961,,69.234
Guinea,1961,,36.75
"Gambia, The",1961,,35.568
Guinea-Bissau,1961,,37.695
Equatorial Guinea,1961,,41.994
Greece,1961,,70.3158536585366
Grenada,1961,,61.792
Greenland,1961,,
Guatemala,1961,,46.47
Guam,1961,,61.395
Guyana,1961,,58.46
High income,1961,,68.8151564348993
"Hong Kong SAR, China",1961,,66.5588780487805
Honduras,1961,,48.73
Heavily indebted poor countries (HIPC),1961,,41.0716719702749
Croatia,1961,,66.1803414634146
Haiti,1961,,43.914
Hungary,1961,,68.9360975609756
IBRD only,1961,,48.6696495006408
IDA & IBRD total,1961,,47.7499304790542
IDA total,1961,,43.3594974729906
IDA blend,1961,,43.7391274240134
Indonesia,1961,,47.117
IDA only,1961,,43.1923421177819
Isle of Man,1961,,63.629
India,1961,,45.398
Not classified,1961,,
Ireland,1961,,69.6782926829268
"Iran, Islamic Rep.",1961,,44.55
Iraq,1961,,53.411
Iceland,1961,,73.5034146341464
Israel,1961,,72.0065853658537
Italy,1961,,69.760243902439
Jamaica,1961,,64.394
Jordan,1961,,53.671
Japan,1961,,68.3519512195122
Kazakhstan,1961,,58.5030731707317
Kenya,1961,,49.533
Kyrgyz Republic,1961,,55.3209512195122
Cambodia,1961,,42.792
Kiribati,1961,,48.381
St. Kitts and Nevis,1961,,55.818
"Korea, Rep.",1961,,54.924
Kuwait,1961,,58.015
Latin America & Caribbean (excluding high income),1961,,55.045468350907
Lao PDR,1961,,41.066
Lebanon,1961,,65.29
Liberia,1961,,38.333
Libya,1961,,42.063
St. Lucia,1961,,56.993
Latin America & Caribbean,1961,,55.69794806684
Least developed countries: UN classification,1961,,41.6583177753994
Low income,1961,,41.4330837367273
Liechtenstein,1961,,
Sri Lanka,1961,,61.328
Lower middle income,1961,,47.2080651427843
Low & middle income,1961,,47.2764667297196
Lesotho,1961,,50.429
Late-demographic dividend,1961,,48.5157136765973
Lithuania,1961,,70.1026829268293
Luxembourg,1961,,69.2668292682927
Latvia,1961,,70.0324390243903
"Macao SAR, China",1961,,65.485
St. Martin (French part),1961,,67.704
Morocco,1961,,43.795
Monaco,1961,,
Moldova,1961,,61.446
Madagascar,1961,,43.636
Maldives,1961,,38.982
Middle East & North Africa,1961,,46.0108571796703
Mexico,1961,,55.831
Marshall Islands,1961,,54.316
Middle income,1961,,47.6567036574221
North Macedonia,1961,,57.7998292682927
Mali,1961,,29.83
Malta,1961,,68.0136097560976
Myanmar,1961,,44.385
Middle East & North Africa (excluding high income),1961,,45.3369402347223
Montenegro,1961,,65.4191219512195
Mongolia,1961,,46.068
Northern Mariana Islands,1961,,
Mozambique,1961,,41.59
Mauritania,1961,,45.44
Mauritius,1961,,56.5219756097561
Malawi,1961,,35.326
Malaysia,1961,,57.434
North America,1961,,70.3666080570542
Namibia,1961,,48.374
New Caledonia,1961,,59.0390243902439
Niger,1961,,36.556
Nigeria,1961,,37.673
Nicaragua,1961,,46.948
Netherlands,1961,,73.6526829268293
Norway,1961,,73.5504878048781
Nepal,1961,,38.855
Nauru,1961,,58.665
New Zealand,1961,,70.9853658536585
OECD members,1961,,67.7309349275703
Oman,1961,,36.823
Other small states,1961,,52.331211949067
Pakistan,1961,,45.783
Panama,1961,,61.471
Peru,1961,,51.091
Philippines,1961,,59.619
Palau,1961,,
Papua New Guinea,1961,,46.292
Poland,1961,,67.7780487804878
Pre-demographic dividend,1961,,40.1418290842267
Puerto Rico,1961,,69.262
"Korea, Dem. People's Rep.",1961,,54.496
Portugal,1961,,62.666512195122
Paraguay,1961,,60.755
West Bank and Gaza,1961,,
Pacific island small states,1961,,55.1414551421039
Post-demographic dividend,1961,,69.2741269732794
French Polynesia,1961,,59.996
Qatar,1961,,59.626
Romania,1961,,65.8771463414634
Russian Federation,1961,,67.6309512195122
Rwanda,1961,,47.664
South Asia,1961,,45.4186488387793
Saudi Arabia,1961,,46.484
Sudan,1961,,47.023
Senegal,1961,,39.917
Singapore,1961,,65.5179512195122
Solomon Islands,1961,,48.434
Sierra Leone,1961,,34.412
El Salvador,1961,,48.849
San Marino,1961,,
Somalia,1961,,43.563
Serbia,1961,,64.0574146341464
Sub-Saharan Africa (excluding high income),1961,,41.7397393580756
South Sudan,1961,,28.84
Sub-Saharan Africa,1961,,41.7397393580756
Small states,1961,,55.4122299947052
Sao Tome and Principe,1961,,44.359
Suriname,1961,,57.767
Slovak Republic,1961,,70.7239024390244
Slovenia,1961,,68.9780487804878
Sweden,1961,,73.4743902439024
Eswatini,1961,,46.191
Sint Maarten (Dutch part),1961,,65.73
Seychelles,1961,,
Syrian Arab Republic,1961,,54.437
Turks and Caicos Islands,1961,,55.313
Chad,1961,,38.631
East Asia & Pacific (IDA & IBRD countries),1961,,43.2086671925563
Europe & Central Asia (IDA & IBRD countries),1961,,65.0762157670695
Togo,1961,,42.882
Thailand,1961,,52.364
Tajikistan,1961,,53.998
Turkmenistan,1961,,53.939
Latin America & the Caribbean (IDA & IBRD countries),1961,,55.2174275813505
Timor-Leste,1961,,32.574
Middle East & North Africa (IDA & IBRD countries),1961,,45.3369402347223
Tonga,1961,,58.589
South Asia (IDA & IBRD),1961,,45.4186488387793
Sub-Saharan Africa (IDA & IBRD countries),1961,,41.7397393580756
Trinidad and Tobago,1961,,62.865
Tunisia,1961,,44.146
Turkiye,1961,,51.55
Tuvalu,1961,,47.271
Tanzania,1961,,43.1
Uganda,1961,,46.257
Ukraine,1961,,69.5723658536586
Upper middle income,1961,,48.0013594172369
Uruguay,1961,,67.895
United States,1961,,70.2707317073171
Uzbekistan,1961,,57.795
St. Vincent and the Grenadines,1961,,57.932
"Venezuela, RB",1961,,59.407
British Virgin Islands,1961,,60.219
Virgin Islands (U.S.),1961,,63.7845365853659
Viet Nam,1961,,60.261
Vanuatu,1961,,50.15
World,1961,,52.8463364252688
Samoa,1961,,55.315
Kosovo,1961,,61.836
"Yemen, Rep.",1961,,34.098
South Africa,1961,,53.085
Zambia,1961,,49.452
Zimbabwe,1961,,53.619
Aruba,1962,,64.752
Africa Eastern and Southern,1962,,44.7521818697994
Afghanistan,1962,,33.547
Africa Western and Central,1962,,38.7351018609467
Angola,1962,,37.539
Albania,1962,,56.671
Andorra,1962,,
Arab World,1962,,46.1225758452874
United Arab Emirates,1962,,50.686
Argentina,1962,,64.244
Armenia,1962,,62.125
American Samoa,1962,,
Antigua and Barbuda,1962,,63.192
Australia,1962,,70.9424390243903
Austria,1962,,69.309512195122
Azerbaijan,1962,,56.516
Burundi,1962,,43.441
Belgium,1962,,70.219512195122
Benin,1962,,38.928
Burkina Faso,1962,,36.665
Bangladesh,1962,,46.701
Bulgaria,1962,,69.4919512195122
Bahrain,1962,,53.697
"Bahamas, The",1962,,63.433
Bosnia and Herzegovina,1962,,62.511
Belarus,1962,,69.4623170731708
Belize,1962,,59.0
Bermuda,1962,,63.837
Bolivia,1962,,43.791
Brazil,1962,,53.71
Barbados,1962,,65.897
Brunei Darussalam,1962,,57.667
Bhutan,1962,,34.469
Botswana,1962,,51.389
Central African Republic,1962,,40.256
Canada,1962,,71.3670731707317
Central Europe and the Baltics,1962,,67.6901619835113
Switzerland,1962,,71.1960975609756
Channel Islands,1962,,72.043
Chile,1962,,57.771
China,1962,,50.818
Cote d'Ivoire,1962,,39.402
Cameroon,1962,,42.516
"Congo, Dem. Rep.",1962,,40.342
"Congo, Rep.",1962,,49.499
Colombia,1962,,58.301
Comoros,1962,,40.58
Cabo Verde,1962,,50.392
Costa Rica,1962,,61.111
Caribbean small states,1962,,62.601166766596
Cuba,1962,,65.038
Curacao,1962,,66.1990243902439
Cayman Islands,1962,,
Cyprus,1962,,65.424
Czechia,1962,,69.7868292682927
Germany,1962,,69.7992195121951
Djibouti,1962,,44.088
Dominica,1962,,61.741
Denmark,1962,,72.319756097561
Dominican Republic,1962,,51.411
Algeria,1962,,39.323
East Asia & Pacific (excluding high income),1962,,51.1277785886162
Early-demographic dividend,1962,,47.7895519359471
East Asia & Pacific,1962,,53.2866105759643
Europe & Central Asia (excluding high income),1962,,64.5794961182973
Europe & Central Asia,1962,,67.6247743769464
Ecuador,1962,,54.401
"Egypt, Arab Rep.",1962,,46.843
Euro area,1962,,69.624885320746
Eritrea,1962,,38.393
Spain,1962,,69.5190243902439
Estonia,1962,,68.7918048780488
Ethiopia,1962,,41.403
European Union,1962,,69.281273112039
Fragile and conflict affected situations,1962,,46.8826166340919
Finland,1962,,68.5778048780488
Fiji,1962,,58.934
France,1962,,70.3146341463415
Faroe Islands,1962,,
"Micronesia, Fed. Sts.",1962,,57.803
Gabon,1962,,47.838
United Kingdom,1962,,70.9268292682927
Georgia,1962,,61.858
Ghana,1962,,47.405
Gibraltar,1962,,69.481
Guinea,1962,,36.913
"Gambia, The",1962,,35.989
Guinea-Bissau,1962,,37.932
Equatorial Guinea,1962,,42.258
Greece,1962,,70.2549756097561
Grenada,1962,,62.877
Greenland,1962,,
Guatemala,1962,,46.995
Guam,1962,,61.708
Guyana,1962,,58.864
High income,1962,,68.7772409418072
"Hong Kong SAR, China",1962,,66.9771707317073
Honduras,1962,,49.668
Heavily indebted poor countries (HIPC),1962,,41.6223766531233
Croatia,1962,,66.4691463414634
Haiti,1962,,44.291
Hungary,1962,,67.8658536585366
IBRD only,1962,,52.359673411617
IDA & IBRD total,1962,,50.8938978007031
IDA total,1962,,43.9469832059661
IDA blend,1962,,44.5341367924952
Indonesia,1962,,47.871
IDA only,1962,,43.6886190240465
Isle of Man,1962,,64.293
India,1962,,45.659
Not classified,1962,,
Ireland,1962,,69.9910487804878
"Iran, Islamic Rep.",1962,,44.269
Iraq,1962,,54.326
Iceland,1962,,73.7219512195122
Israel,1962,,72.1121951219512
Italy,1962,,69.149756097561
Jamaica,1962,,64.491
Jordan,1962,,54.658
Japan,1962,,68.6348780487805
Kazakhstan,1962,,58.621756097561
Kenya,1962,,50.224
Kyrgyz Republic,1962,,55.6489268292683
Cambodia,1962,,43.316
Kiribati,1962,,48.96
St. Kitts and Nevis,1962,,57.183
"Korea, Rep.",1962,,55.519512195122
Kuwait,1962,,59.079
Latin America & Caribbean (excluding high income),1962,,55.5265910226424
Lao PDR,1962,,42.009
Lebanon,1962,,65.397
Liberia,1962,,38.402
Libya,1962,,43.843
St. Lucia,1962,,58.041
Latin America & Caribbean,1962,,56.1452987193846
Least developed countries: UN classification,1962,,42.1580823944676
Low income,1962,,41.7726093555819
Liechtenstein,1962,,
Sri Lanka,1962,,61.733
Lower middle income,1962,,47.5541479100987
Low & middle income,1962,,50.5115867284612
Lesotho,1962,,50.409
Late-demographic dividend,1962,,54.7877170601007
Lithuania,1962,,69.0953658536585
Luxembourg,1962,,68.1051707317073
Latvia,1962,,69.430487804878
"Macao SAR, China",1962,,65.946
St. Martin (French part),1962,,68.387
Morocco,1962,,44.297
Monaco,1962,,
Moldova,1962,,61.922
Madagascar,1962,,44.056
Maldives,1962,,39.458
Middle East & North Africa,1962,,46.3215425005971
Mexico,1962,,56.599
Marshall Islands,1962,,54.928
Middle income,1962,,51.0828228480559
North Macedonia,1962,,57.5233414634146
Mali,1962,,29.939
Malta,1962,,68.3859268292683
Myanmar,1962,,45.023
Middle East & North Africa (excluding high income),1962,,45.6107311553724
Montenegro,1962,,65.8979756097561
Mongolia,1962,,47.109
Northern Mariana Islands,1962,,
Mozambique,1962,,41.832
Mauritania,1962,,46.049
Mauritius,1962,,57.4912926829268
Malawi,1962,,35.654
Malaysia,1962,,58.404
North America,1962,,70.231254355798
Namibia,1962,,49.087
New Caledonia,1962,,59.4390243902439
Niger,1962,,36.639
Nigeria,1962,,37.809
Nicaragua,1962,,47.575
Netherlands,1962,,73.3239024390244
Norway,1962,,73.4480487804878
Nepal,1962,,39.153
Nauru,1962,,58.862
New Zealand,1962,,71.2317073170732
OECD members,1962,,67.7472269233263
Oman,1962,,38.192
Other small states,1962,,52.7058596024497
Pakistan,1962,,46.608
Panama,1962,,62.154
Peru,1962,,51.31
Philippines,1962,,59.959
Palau,1962,,
Papua New Guinea,1962,,46.659
Poland,1962,,67.4268292682927
Pre-demographic dividend,1962,,40.6531909281594
Puerto Rico,1962,,69.284
"Korea, Dem. People's Rep.",1962,,54.999
Portugal,1962,,64.1810243902439
Paraguay,1962,,61.058
West Bank and Gaza,1962,,
Pacific island small states,1962,,55.8319185685711
Post-demographic dividend,1962,,69.2387006805094
French Polynesia,1962,,60.271
Qatar,1962,,60.443
Romania,1962,,65.2556585365854
Russian Federation,1962,,67.300512195122
Rwanda,1962,,47.991
South Asia,1962,,45.8023404483615
Saudi Arabia,1962,,47.1
Sudan,1962,,47.354
Senegal,1962,,39.856
Singapore,1962,,66.285756097561
Solomon Islands,1962,,49.254
Sierra Leone,1962,,34.875
El Salvador,1962,,49.6
San Marino,1962,,
Somalia,1962,,43.877
Serbia,1962,,64.4788292682927
Sub-Saharan Africa (excluding high income),1962,,42.2007205755248
South Sudan,1962,,29.119
Sub-Saharan Africa,1962,,42.2007205755248
Small states,1962,,55.8487842036201
Sao Tome and Principe,1962,,45.861
Suriname,1962,,58.474
Slovak Republic,1962,,70.2702926829268
Slovenia,1962,,68.9780487804878
Sweden,1962,,73.3504878048781
Eswatini,1962,,46.614
Sint Maarten (Dutch part),1962,,66.807
Seychelles,1962,,
Syrian Arab Republic,1962,,55.086
Turks and Caicos Islands,1962,,56.266
Chad,1962,,38.835
East Asia & Pacific (IDA & IBRD countries),1962,,51.07517555209
Europe & Central Asia (IDA & IBRD countries),1962,,64.9161967227738
Togo,1962,,43.154
Thailand,1962,,52.79
Tajikistan,1962,,54.257
Turkmenistan,1962,,54.325
Latin America & the Caribbean (IDA & IBRD countries),1962,,55.670493360257
Timor-Leste,1962,,32.953
Middle East & North Africa (IDA & IBRD countries),1962,,45.6107311553724
Tonga,1962,,59.085
South Asia (IDA & IBRD),1962,,45.8023404483615
Sub-Saharan Africa (IDA & IBRD countries),1962,,42.2007205755248
Trinidad and Tobago,1962,,63.427
Tunisia,1962,,45.513
Turkiye,1962,,52.382
Tuvalu,1962,,48.193
Tanzania,1962,,43.285
Uganda,1962,,46.965
Ukraine,1962,,69.3345853658537
Upper middle income,1962,,53.8168892494264
Uruguay,1962,,67.994
United States,1962,,70.119512195122
Uzbekistan,1962,,58.066
St. Vincent and the Grenadines,1962,,59.482
"Venezuela, RB",1962,,59.529
British Virgin Islands,1962,,61.601
Virgin Islands (U.S.),1962,,63.6580975609756
Viet Nam,1962,,60.131
Vanuatu,1962,,50.676
World,1962,,55.2086838620139
Samoa,1962,,55.89
Kosovo,1962,,62.134
"Yemen, Rep.",1962,,33.615
South Africa,1962,,53.376
Zambia,1962,,49.794
Zimbabwe,1962,,54.071
Aruba,1963,,65.132
Africa Eastern and Southern,1963,,44.9131593023895
Afghanistan,1963,,34.016
Africa Western and Central,1963,,39.0637152759625
Angola,1963,,37.824
Albania,1963,,57.844
Andorra,1963,,
Arab World,1963,,46.9724717064668
United Arab Emirates,1963,,51.584
Argentina,1963,,64.449
Armenia,1963,,62.223
American Samoa,1963,,
Antigua and Barbuda,1963,,64.101
Australia,1963,,70.9117073170732
Austria,1963,,69.4436585365854
Azerbaijan,1963,,56.898
Burundi,1963,,43.718
Belgium,1963,,70.0514634146342
Benin,1963,,39.334
Burkina Faso,1963,,36.974
Bangladesh,1963,,46.655
Bulgaria,1963,,70.3092682926829
Bahrain,1963,,55.285
"Bahamas, The",1963,,63.732
Bosnia and Herzegovina,1963,,63.274
Belarus,1963,,69.7097804878049
Belize,1963,,59.569
Bermuda,1963,,63.778
Bolivia,1963,,44.077
Brazil,1963,,54.209
Barbados,1963,,66.487
Brunei Darussalam,1963,,59.779
Bhutan,1963,,35.029
Botswana,1963,,51.881
Central African Republic,1963,,40.781
Canada,1963,,71.3807317073171
Central Europe and the Baltics,1963,,68.6740026282384
Switzerland,1963,,71.1875609756098
Channel Islands,1963,,70.305
Chile,1963,,57.15
China,1963,,51.408
Cote d'Ivoire,1963,,39.955
Cameroon,1963,,42.918
"Congo, Dem. Rep.",1963,,40.604
"Congo, Rep.",1963,,50.118
Colombia,1963,,58.892
Comoros,1963,,40.926
Cabo Verde,1963,,50.894
Costa Rica,1963,,61.624
Caribbean small states,1963,,63.1671602275121
Cuba,1963,,64.94
Curacao,1963,,66.4743170731708
Cayman Islands,1963,,
Cyprus,1963,,62.282
