Year,Country,Indicator Name,Indicator Code,Value,GDP,Life expectancy
2010,Central African Republic,Primary completion rate, total (% of relevant age group),0.21975944411167686,0.0037096510705503195,0.2447817836812145
2010,Chad,Lower secondary completion rate, total (% of relevant age group),0.10101655092715034,0.011103284774833806,0.2827324478178369
2010,Chad,Primary completion rate, total (% of relevant age group),0.20391637969898507,0.011103284774833806,0.2827324478178369
2010,Colombia,Lower secondary completion rate, total (% of relevant age group),0.6360538905197998,0.08280953764523565,0.7077798861480076
2010,Colombia,Primary completion rate, total (% of relevant age group),0.8311616093331002,0.08280953764523565,0.7077798861480076
2010,Costa Rica,Lower secondary completion rate, total (% of relevant age group),0.3618728238254779,0.09828832610850732,0.7931688804554078
2010,Costa Rica,Primary completion rate, total (% of relevant age group),0.6800965278145221,0.09828832610850732,0.7931688804554078
2010,Croatia,Lower secondary completion rate, total (% of relevant age group),0.6812642353254905,0.15590458087115633,0.7647058823529411
2010,Croatia,Primary completion rate, total (% of relevant age group),0.6696987239374421,0.15590458087115633,0.7647058823529411
2010,Cyprus,Lower secondary completion rate, total (% of relevant age group),0.6562077495031402,0.2664899359797073,0.8197343453510437
2010,Cyprus,Primary completion rate, total (% of relevant age group),0.6875646326002323,0.2664899359797073,0.8197343453510437
2010,Czechia,Lower secondary completion rate, total (% of relevant age group),0.7089609180708134,0.2199097327586024,0.7817836812144212
2010,Czechia,Primary completion rate, total (% of relevant age group),0.6934091845179269,0.2199097327586024,0.7817836812144212
2010,Denmark,Lower secondary completion rate, total (% of relevant age group),0.6781736113903752,0.3440363673233151,0.8140417457305504
2010,Denmark,Primary completion rate, total (% of relevant age group),0.6789506020500797,0.3440363673233151,0.8140417457305504
2010,Dominican Republic,Lower secondary completion rate, total (% of relevant age group),0.563529235568893,0.0860493934498743,0.6907020872865275
2010,Dominican Republic,Primary completion rate, total (% of relevant age group),0.6472341575849409,0.0860493934498743,0.6907020872865275
2010,Ecuador,Lower secondary completion rate, total (% of relevant age group),0.5372826102876577,0.06970717165333878,0.7343453510436433
2010,Ecuador,Primary completion rate, total (% of relevant age group),0.6748805580895242,0.06970717165333878,0.7343453510436433
2010,El Salvador,Lower secondary completion rate, total (% of relevant age group),0.4818503410805779,0.045727802050635244,0.6774193548387097
2010,El Salvador,Primary completion rate, total (% of relevant age group),0.6570415244174734,0.045727802050635244,0.6774193548387097
2010,Equatorial Guinea,Primary completion rate, total (% of relevant age group),0.22117877956014018,0.2654667120940009,0.3757115749525617
2010,Eritrea,Lower secondary completion rate, total (% of relevant age group),0.3482456322002073,0.011474701107900998,0.4895635673624288
2010,Eritrea,Primary completion rate, total (% of relevant age group),0.45904019268989005,0.011474701107900998,0.4895635673624288
2010,Estonia,Lower secondary completion rate, total (% of relevant age group),0.7454518455179056,0.1723805932431929,0.7457305502846299
2010,Estonia,Primary completion rate, total (% of relevant age group),0.6917563184039581,0.1723805932431929,0.7457305502846299
2010,Fiji,Lower secondary completion rate, total (% of relevant age group),0.5669209569305065,0.05423135949778427,0.6223908918406071
2010,Fiji,Primary completion rate, total (% of relevant age group),0.6461854911115851,0.05423135949778427,0.6223908918406071
2010,Finland,Lower secondary completion rate, total (% of relevant age group),0.6857680719793242,0.31127857625813815,0.8273244781783682
2010,Finland,Primary completion rate, total (% of relevant age group),0.6848036607692767,0.31127857625813815,0.8273244781783682
2010,France,Lower secondary completion rate, total (% of relevant age group),0.6737077031508928,0.2865595039233458,0.8538899430740037
2010,Gambia,Lower secondary completion rate, total (% of relevant age group),0.3378483159741692,0.01603454667704965,0.43643263757115736
2010,Georgia,Lower secondary completion rate, total (% of relevant age group),0.6910583272129985,0.05376796943131238,0.7115749525616697
2010,Georgia,Primary completion rate, total (% of relevant age group),0.7663504018253026,0.05376796943131238,0.7115749525616697
2010,Germany,Primary completion rate, total (% of relevant age group),0.7163402161834976,0.31124774866126154,0.8481973434535104
2010,Ghana,Lower secondary completion rate, total (% of relevant age group),0.4774085444759328,0.019918614298847604,0.6204933586337762
2010,Ghana,Primary completion rate, total (% of relevant age group),0.5747351314054457,0.019918614298847604,0.6204933586337762
2010,Grenada,Lower secondary completion rate, total (% of relevant age group),0.7288505243730279,0.08326485050956568,0.6888045540796963
2010,Grenada,Primary completion rate, total (% of relevant age group),0.8830460546617878,0.08326485050956568,0.6888045540796963
2010,Guatemala,Lower secondary completion rate, total (% of relevant age group),0.35108392381298986,0.049162647959252674,0.7722960151802656
2010,Guatemala,Primary completion rate, total (% of relevant age group),0.5689735885317329,0.049162647959252674,0.7722960151802656
2010,Guinea,Lower secondary completion rate, total (% of relevant age group),0.21526042978481083,0.009134615861619694,0.4079696394686907
2010,Guinea,Primary completion rate, total (% of relevant age group),0.37987180703919127,0.009134615861619694,0.4079696394686907
2010,Guyana,Lower secondary completion rate, total (% of relevant age group),0.5486726756676088,0.042115494797251886,0.5616698292220115
2010,Guyana,Primary completion rate, total (% of relevant age group),0.7132582616002304,0.042115494797251886,0.5616698292220115
2010,Honduras,Primary completion rate, total (% of relevant age group),0.5663022361255432,0.026946713529628453,0.7077798861480076
2010,Hungary,Primary completion rate, total (% of relevant age group),0.6844435575667385,0.17054510819644333,0.7248576850094877
2010,Iceland,Lower secondary completion rate, total (% of relevant age group),0.6772397054621558,0.3163272416171526,0.8633776091081593
2010,Iceland,Primary completion rate, total (% of relevant age group),0.6805854792589555,0.3163272416171526,0.8633776091081593
2010,India,Primary completion rate, total (% of relevant age group),0.6848965853844368,0.031218139446298167,0.5711574952561671
2010,Indonesia,Lower secondary completion rate, total (% of relevant age group),0.5768217902126898,0.0629889582942097,0.6034155597722959
2010,Indonesia,Primary completion rate, total (% of relevant age group),0.691261731880823,0.0629889582942097,0.6034155597722959
2010,Iran,Lower secondary completion rate, total (% of relevant age group),0.670869465721559,0.13976165079675298,0.717267552182163
2010,Iran,Primary completion rate, total (% of relevant age group),0.7491311184437482,0.13976165079675298,0.717267552182163
2010,Ireland,Lower secondary completion rate, total (% of relevant age group),0.6804530549094212,0.34642788762936644,0.9430740037950665
2010,Israel,Lower secondary completion rate, total (% of relevant age group),0.6089634122027038,0.22958024952678432,0.8614800759013284
2010,Israel,Primary completion rate, total (% of relevant age group),0.6821572327496607,0.22958024952678432,0.8614800759013284
2010,Italy,Lower secondary completion rate, total (% of relevant age group),0.6909052589693734,0.28053315570433246,0.8633776091081593
2010,Italy,Primary completion rate, total (% of relevant age group),0.7021485413857823,0.28053315570433246,0.8633776091081593
2010,Jamaica,Lower secondary completion rate, total (% of relevant age group),0.6444832096920632,0.059503492720876246,0.7343453510436433
2010,Jamaica,Primary completion rate, total (% of relevant age group),0.5587418027426125,0.059503492720876246,0.7343453510436433
2010,Kazakhstan,Lower secondary completion rate, total (% of relevant age group),0.7215248136914809,0.15528821999503611,0.5977229601518026
2010,Kazakhstan,Primary completion rate, total (% of relevant age group),0.690502621759311,0.15528821999503611,0.5977229601518026
2010,Kuwait,Lower secondary completion rate, total (% of relevant age group),0.6561673828335816,0.5935363474624863,0.715370018975332
2010,Lao People's Democratic Republic,Lower secondary completion rate, total (% of relevant age group),0.3323020710353479,0.02935928303093804,0.5180265654648957
2010,Lao People's Democratic Republic,Primary completion rate, total (% of relevant age group),0.5632933750150791,0.02935928303093804,0.5180265654648957
2010,Lesotho,Lower secondary completion rate, total (% of relevant age group),0.25817196048841223,0.015175534650579553,0.28083491461100574
2010,Lesotho,Primary completion rate, total (% of relevant age group),0.5310684188803908,0.015175534650579553,0.28083491461100574
2010,Liberia,Lower secondary completion rate, total (% of relevant age group),0.2529828657541551,0.004654061749864483,0.44402277039848204
2010,Liberia,Primary completion rate, total (% of relevant age group),0.39567489761232905,0.004654061749864483,0.44402277039848204
2010,Lithuania,Primary completion rate, total (% of relevant age group),0.6832872827635237,0.15815137491035294,0.6850094876660342
2010,Madagascar,Lower secondary completion rate, total (% of relevant age group),0.1602685365600704,0.008735085513760205,0.5123339658444022
2010,Madagascar,Primary completion rate, total (% of relevant age group),0.49227767493740227,0.008735085513760205,0.5123339658444022
2010,Malawi,Lower secondary completion rate, total (% of relevant age group),0.13180257075067317,0.004464198066438847,0.3149905123339658
2010,Malawi,Primary completion rate, total (% of relevant age group),0.47400614897485244,0.004464198066438847,0.3149905123339658
2010,Malaysia,Lower secondary completion rate, total (% of relevant age group),0.569721265945489,0.16273515749513676,0.717267552182163
2010,Malaysia,Primary completion rate, total (% of relevant age group),0.7023572560316081,0.16273515749513676,0.717267552182163
2010,Maldives,Primary completion rate, total (% of relevant age group),0.7560519703938264,0.0908064217793851,0.7666034155597723
2010,Mali,Lower secondary completion rate, total (% of relevant age group),0.21015854331183614,0.0107896441578408,0.38330170777988615
2010,Mali,Primary completion rate, total (% of relevant age group),0.3578309552584391,0.0107896441578408,0.38330170777988615
2010,Malta,Lower secondary completion rate, total (% of relevant age group),0.6520446183770775,0.22105669708190823,0.8861480075901329
2010,Malta,Primary completion rate, total (% of relevant age group),0.6586015200997297,0.22105669708190823,0.8861480075901329
2010,Mauritania,Lower secondary completion rate, total (% of relevant age group),0.09206327780235311,0.02309161185412384,0.48766603415559784
2010,Mauritania,Primary completion rate, total (% of relevant age group),0.451322735671546,0.02309161185412384,0.48766603415559784
2010,Mauritius,Lower secondary completion rate, total (% of relevant age group),0.5901151034247738,0.12231346290991252,0.7020872865275143
2010,Mauritius,Primary completion rate, total (% of relevant age group),0.6524922278498678,0.12231346290991252,0.7020872865275143
2010,Mexico,Lower secondary completion rate, total (% of relevant age group),0.582335443806894,0.11946638176448694,0.7457305502846299
2010,Mexico,Primary completion rate, total (% of relevant age group),0.6880585147385317,0.11946638176448694,0.7457305502846299
2010,Mongolia,Lower secondary completion rate, total (% of relevant age group),0.6518348200622675,0.056886750161716945,0.5692599620493359
2010,Morocco,Lower secondary completion rate, total (% of relevant age group),0.40661819336295013,0.047118326037495654,0.6925996204933587
2010,Morocco,Primary completion rate, total (% of relevant age group),0.5417757186185749,0.047118326037495654,0.6925996204933587
2010,Mozambique,Lower secondary completion rate, total (% of relevant age group),0.12234749115814958,0.0041019801664553,0.3358633776091082
2010,Mozambique,Primary completion rate, total (% of relevant age group),0.383919148134586,0.0041019801664553,0.3358633776091082
2010,Myanmar,Lower secondary completion rate, total (% of relevant age group),0.30230939172728727,0.025169467830517923,0.5521821631878558
2010,Myanmar,Primary completion rate, total (% of relevant age group),0.6390577125695001,0.025169467830517923,0.5521821631878558
2010,Namibia,Lower secondary completion rate, total (% of relevant age group),0.4021977992206885,0.06473438406718822,0.5066413662239089
2010,Namibia,Primary completion rate, total (% of relevant age group),0.6102757353392484,0.06473438406718822,0.5066413662239089
2010,Niger,Lower secondary completion rate, total (% of relevant age group),0.0409586203539279,0.002360812987190911,0.41555977229601515
2010,Niger,Primary completion rate, total (% of relevant age group),0.2530258874127188,0.002360812987190911,0.41555977229601515
2010,Nigeria,Primary completion rate, total (% of relevant age group),0.49550527463177374,0.036247298260942314,0.2979127134724858
2010,Norway,Lower secondary completion rate, total (% of relevant age group),0.6905926204682181,0.4647888248914876,0.8481973434535104
2010,Norway,Primary completion rate, total (% of relevant age group),0.6917967392569643,0.4647888248914876,0.8481973434535104
2010,Oman,Lower secondary completion rate, total (% of relevant age group),0.7779783867301296,0.3554431487612296,0.7457305502846299
2010,Oman,Primary completion rate, total (% of relevant age group),0.6580158511987011,0.3554431487612296,0.7457305502846299
2010,Pakistan,Lower secondary completion rate, total (% of relevant age group),0.2287602903047605,0.028210563031365928,0.5464895635673623
2010,Pakistan,Primary completion rate, total (% of relevant age group),0.35631073022780274,0.028210563031365928,0.5464895635673623
2010,Panama,Lower secondary completion rate, total (% of relevant age group),0.4699115599118665,0.11987448068234115,0.76280834914611
2010,Panama,Primary completion rate, total (% of relevant age group),0.6896142299283109,0.11987448068234115,0.76280834914611
2010,Paraguay,Lower secondary completion rate, total (% of relevant age group),0.5007298595251738,0.07316435889096999,0.7001897533206831
2010,Paraguay,Primary completion rate, total (% of relevant age group),0.6953749058668394,0.07316435889096999,0.7001897533206831
2010,Peru,Lower secondary completion rate, total (% of relevant age group),0.6122638886360787,0.07581734869825119,0.7096774193548387
2010,Peru,Primary completion rate, total (% of relevant age group),0.696483932702465,0.07581734869825119,0.7096774193548387
2010,Philippines,Lower secondary completion rate, total (% of relevant age group),0.528429359809849,0.04018953698259535,0.599620493358634
2010,Philippines,Primary completion rate, total (% of relevant age group),0.6296015086704084,0.04018953698259535,0.599620493358634
2010,Poland,Primary completion rate, total (% of relevant age group),0.6667063887789451,0.16632265455794557,0.7590132827324478
2010,Qatar,Lower secondary completion rate, total (% of relevant age group),0.6533022162300582,0.9473296529116089,0.7779886148007589
2010,Qatar,Primary completion rate, total (% of relevant age group),0.6767631620275604,0.9473296529116089,0.7779886148007589
2010,Republic of Korea,Lower secondary completion rate, total (% of relevant age group),0.677365844531597,0.24175101090698148,0.9620493358633777
2010,Republic of Korea,Primary completion rate, total (% of relevant age group),0.7009989853302527,0.24175101090698148,0.9620493358633777
2010,Moldova,Lower secondary completion rate, total (% of relevant age group),0.5966004288112007,0.03346361674853458,0.6166982922201139
2010,Moldova,Primary completion rate, total (% of relevant age group),0.6388261325081632,0.03346361674853458,0.6166982922201139
2010,Romania,Lower secondary completion rate, total (% of relevant age group),0.6616896515961879,0.13327656016106781,0.7039848197343455
2010,Romania,Primary completion rate, total (% of relevant age group),0.65928585706152,0.13327656016106781,0.7039848197343455
2010,Russia,Lower secondary completion rate, total (% of relevant age group),0.5450413550941952,0.161803557676164,0.6091081593927894
2010,Russia,Primary completion rate, total (% of relevant age group),0.6407733773009436,0.161803557676164,0.6091081593927894
2010,Rwanda,Primary completion rate, total (% of relevant age group),0.4702592009211179,0.007115736980884672,0.5028462998102465
2010,Saint Lucia,Lower secondary completion rate, total (% of relevant age group),0.7814445019673264,0.08844230866614815,0.7191650853889944
2010,Saint Lucia,Primary completion rate, total (% of relevant age group),0.6823479043069476,0.08844230866614815,0.7191650853889944
2010,Samoa,Lower secondary completion rate, total (% of relevant age group),0.6775523981467549,0.039320571789985916,0.6888045540796963
2010,Samoa,Primary completion rate, total (% of relevant age group),0.6669052962204914,0.039320571789985916,0.6888045540796963
2010,Sao Tome and Principe,Primary completion rate, total (% of relevant age group),0.5625551255214615,0.01621697425032824,0.5673624288425048
2010,Senegal,Lower secondary completion rate, total (% of relevant age group),0.178678745060522,0.017930891130580648,0.5313092979127134
2010,Senegal,Primary completion rate, total (% of relevant age group),0.4007477959400499,0.017930891130580648,0.5313092979127134
2010,Serbia,Lower secondary completion rate, total (% of relevant age group),0.6558674232595143,0.09952397223376337,0.7229601518026567
2010,Serbia,Primary completion rate, total (% of relevant age group),0.6754259145044422,0.09952397223376337,0.7229601518026567
2010,Seychelles,Lower secondary completion rate, total (% of relevant age group),0.6255939924100825,0.15741793953499109,0.6850094876660342
2010,Seychelles,Primary completion rate, total (% of relevant age group),0.7103289417930048,0.15741793953499109,0.6850094876660342
2010,Slovenia,Lower secondary completion rate, total (% of relevant age group),0.6821109600841524,0.22118251887452278,0.8197343453510437
2010,Slovenia,Primary completion rate, total (% of relevant age group),0.6595665273277174,0.22118251887452278,0.8197343453510437
2010,Spain,Lower secondary completion rate, total (% of relevant age group),0.5535339063515268,0.25239626478917515,0.8652751423149907
2010,Spain,Primary completion rate, total (% of relevant age group),0.6793568695512286,0.25239626478917515,0.8652751423149907
2010,Sri Lanka,Lower secondary completion rate, total (% of relevant age group),0.6012208682474396,0.06334845593305535,0.7248576850094877
2010,Sri Lanka,Primary completion rate, total (% of relevant age group),0.6290132389638251,0.06334845593305535,0.7248576850094877
2010,Suriname,Lower secondary completion rate, total (% of relevant age group),0.24310947638892674,0.10797674484522503,0.6963946869070208
2010,Suriname,Primary completion rate, total (% of relevant age group),0.5668994461012247,0.10797674484522503,0.6963946869070208
2010,Swaziland,Lower secondary completion rate, total (% of relevant age group),0.3047669633351597,0.061280824235705626,0.32827324478178377
2010,Swaziland,Primary completion rate, total (% of relevant age group),0.5499347165634139,0.061280824235705626,0.32827324478178377
2010,Sweden,Lower secondary completion rate, total (% of relevant age group),0.6875495154179411,0.3373955339493043,0.857685009487666
2010,Sweden,Primary completion rate, total (% of relevant age group),0.6851264857588528,0.3373955339493043,0.857685009487666
2010,Switzerland,Lower secondary completion rate, total (% of relevant age group),0.6623127070770763,0.4255459869890254,0.8728652751423149
2010,Switzerland,Primary completion rate, total (% of relevant age group),0.6621028003953686,0.4255459869890254,0.8728652751423149
2010,Tajikistan,Lower secondary completion rate, total (% of relevant age group),0.5913482103587738,0.012876121739962998,0.588235294117647
2010,Tajikistan,Primary completion rate, total (% of relevant age group),0.6692540945543499,0.012876121739962998,0.588235294117647
2010,North Macedonia,Lower secondary completion rate, total (% of relevant age group),0.6010421170489482,0.08719025157999231,0.72865275142315
2010,North Macedonia,Primary completion rate, total (% of relevant age group),0.6048984614863607,0.08719025157999231,0.72865275142315
2010,Timor-Leste,Lower secondary completion rate, total (% of relevant age group),0.49677332989042533,0.06733407124606988,0.5806451612903227
2010,Timor-Leste,Primary completion rate, total (% of relevant age group),0.5722788872920748,0.06733407124606988,0.5806451612903227
2010,Togo,Primary completion rate, total (% of relevant age group),0.4389316852534232,0.0057677467454934185,0.40037950664136623
2010,Trinidad and Tobago,Lower secondary completion rate, total (% of relevant age group),0.6174138087366561,0.2438146071687269,0.715370018975332
2010,Trinidad and Tobago,Primary completion rate, total (% of relevant age group),0.6169869515248609,0.2438146071687269,0.715370018975332
2010,Tunisia,Lower secondary completion rate, total (% of relevant age group),0.5154549703790081,0.07871772200417773,0.730550284629981
2010,Tunisia,Primary completion rate, total (% of relevant age group),0.5953965809397003,0.07871772200417773,0.730550284629981
2010,Uganda,Lower secondary completion rate, total (% of relevant age group),0.15318394222689724,0.008491399004858145,0.4193548387096775
2010,Uganda,Primary completion rate, total (% of relevant age group),0.4980931303429419,0.008491399004858145,0.4193548387096775
2010,Ukraine,Lower secondary completion rate, total (% of relevant age group),0.4338787535266852,0.05796870059356666,0.6356736242884251
2010,Ukraine,Primary completion rate, total (% of relevant age group),0.6907625397645106,0.05796870059356666,0.6356736242884251
2010,United Arab Emirates,Lower secondary completion rate, total (% of relevant age group),0.35625405434007246,0.4349569680403394,0.7571157495256167
2010,United Arab Emirates,Primary completion rate, total (% of relevant age group),0.572775749520073,0.4349569680403394,0.7571157495256167
2010,Tanzania,Lower secondary completion rate, total (% of relevant age group),0.13697278255292938,0.01358722469171585,0.4022770398481974
2010,Tanzania,Primary completion rate, total (% of relevant age group),0.7264065799025972,0.01358722469171585,0.4022770398481974
2010,Uruguay,Lower secondary completion rate, total (% of relevant age group),0.48482387458224707,0.1319959975218545,0.7590132827324478
2010,Uruguay,Primary completion rate, total (% of relevant age group),0.7030261507104176,0.1319959975218545,0.7590132827324478
2010,Uzbekistan,Lower secondary completion rate, total (% of relevant age group),0.64315793671119,0.037501145543951724,0.6072106261859582
2010,Uzbekistan,Primary completion rate, total (% of relevant age group),0.6545792117578071,0.037501145543951724,0.6072106261859582
2010,Vanuatu,Primary completion rate, total (% of relevant age group),0.5755549269899178,0.019305818952504366,0.6584440227703985
2010,Venezuela,Lower secondary completion rate, total (% of relevant age group),0.530642157686535,0.12983662954157496,0.7096774193548387
2010,Venezuela,Primary completion rate, total (% of relevant age group),0.6440892418338546,0.12983662954157496,0.7096774193548387
2010,Zambia,Lower secondary completion rate, total (% of relevant age group),0.43177578550127027,0.02239078064722285,0.41176470588235303
2010,Zambia,Primary completion rate, total (% of relevant age group),0.5881560466400957,0.02239078064722285,0.41176470588235303
