Year,Country,Indicator Name,Indicator Code,Value,GDP,Life expectancy
2010,Lithuania,Primary completion rate, total (% of relevant age group),0.6832872827635237,0.1581513749103529,0.6850094876660342
2010,Madagascar,Primary completion rate, total (% of relevant age group),0.4922776749374022,0.0087350855137602,0.5123339658444022
2010,Malawi,Primary completion rate, total (% of relevant age group),0.4740061489748524,0.0044641980664388,0.3149905123339658
2010,Malaysia,Primary completion rate, total (% of relevant age group),0.7023572560316081,0.1627351574951367,0.717267552182163
2010,Maldives,Primary completion rate, total (% of relevant age group),0.7560519703938264,0.0908064217793851,0.7666034155597723
2010,Mali,Primary completion rate, total (% of relevant age group),0.3578309552584391,0.0107896441578408,0.3833017077798861
2010,Malta,Primary completion rate, total (% of relevant age group),0.6586015200997297,0.2210566970819082,0.8861480075901329
2010,Mauritania,Primary completion rate, total (% of relevant age group),0.451322735671546,0.0230916118541238,0.4876660341555978
2010,Mauritius,Primary completion rate, total (% of relevant age group),0.6524922278498678,0.1223134629099125,0.7020872865275143
2010,Mexico,Primary completion rate, total (% of relevant age group),0.6880585147385317,0.1194663817644869,0.7457305502846299
2010,Morocco,Primary completion rate, total (% of relevant age group),0.5417757186185749,0.0471183260374956,0.6925996204933587
2010,Mozambique,Primary completion rate, total (% of relevant age group),0.383919148134586,0.0041019801664553,0.3358633776091082
2010,Myanmar,Primary completion rate, total (% of relevant age group),0.6390577125695001,0.0251694678305179,0.5521821631878558
2010,Namibia,Primary completion rate, total (% of relevant age group),0.6102757353392484,0.0647343840671882,0.5066413662239089
2010,Niger,Primary completion rate, total (% of relevant age group),0.2530258874127188,0.0023608129871909,0.4155597722960151
2010,Nigeria,Primary completion rate, total (% of relevant age group),0.4955052746317737,0.0362472982609423,0.2979127134724858
2010,Norway,Primary completion rate, total (% of relevant age group),0.6917967392569643,0.4647888248914876,0.8481973434535104
2010,Oman,Primary completion rate, total (% of relevant age group),0.6580158511987011,0.3554431487612296,0.7457305502846299
2010,Pakistan,Primary completion rate, total (% of relevant age group),0.3563107302278027,0.0282105630313659,0.5464895635673623
2010,Panama,Primary completion rate, total (% of relevant age group),0.6896142299283109,0.1198744806823411,0.76280834914611
2010,Paraguay,Primary completion rate, total (% of relevant age group),0.6953749058668394,0.0731643588909699,0.7001897533206831
2010,Peru,Primary completion rate, total (% of relevant age group),0.696483932702465,0.0758173486982511,0.7096774193548387
2010,Philippines,Primary completion rate, total (% of relevant age group),0.6296015086704084,0.0401895369825953,0.599620493358634
2010,Poland,Primary completion rate, total (% of relevant age group),0.6667063887789451,0.1663226545579455,0.7590132827324478
2010,Qatar,Primary completion rate, total (% of relevant age group),0.6767631620275604,0.9473296529116088,0.7779886148007589
2010,Republic of Korea,Primary completion rate, total (% of relevant age group),0.7009989853302527,0.2417510109069814,0.9620493358633776
2010,Moldova,Primary completion rate, total (% of relevant age group),0.6388261325081632,0.0334636167485345,0.6166982922201139
2010,Romania,Primary completion rate, total (% of relevant age group),0.65928585706152,0.1332765601610678,0.7039848197343455
2010,Russia,Primary completion rate, total (% of relevant age group),0.6407733773009436,0.161803557676164,0.6091081593927894
2010,Rwanda,Primary completion rate, total (% of relevant age group),0.4702592009211179,0.0071157369808846,0.5028462998102465
2010,Saint Lucia,Primary completion rate, total (% of relevant age group),0.6823479043069476,0.0884423086661481,0.7191650853889944
2010,Samoa,Primary completion rate, total (% of relevant age group),0.6669052962204914,0.0393205717899859,0.6888045540796963
2010,Sao Tome and Principe,Primary completion rate, total (% of relevant age group),0.5625551255214615,0.0162169742503282,0.5673624288425048
2010,Senegal,Primary completion rate, total (% of relevant age group),0.4007477959400499,0.0179308911305806,0.5313092979127134
2010,Serbia,Primary completion rate, total (% of relevant age group),0.6754259145044422,0.0995239722337633,0.7229601518026567
2010,Seychelles,Primary completion rate, total (% of relevant age group),0.7103289417930048,0.157417939534991,0.6850094876660342
2010,Slovenia,Primary completion rate, total (% of relevant age group),0.6595665273277174,0.2211825188745227,0.8197343453510437
2010,Spain,Primary completion rate, total (% of relevant age group),0.6793568695512286,0.2523962647891751,0.8652751423149907
2010,Sri Lanka,Primary completion rate, total (% of relevant age group),0.6290132389638251,0.0633484559330553,0.7248576850094877
2010,Suriname,Primary completion rate, total (% of relevant age group),0.5668994461012247,0.107976744845225,0.6963946869070208
2010,Swaziland,Primary completion rate, total (% of relevant age group),0.5499347165634139,0.0612808242357056,0.3282732447817837
2010,Sweden,Primary completion rate, total (% of relevant age group),0.6851264857588528,0.3373955339493043,0.857685009487666
2010,Switzerland,Primary completion rate, total (% of relevant age group),0.6621028003953686,0.4255459869890254,0.8728652751423149
2010,Tajikistan,Primary completion rate, total (% of relevant age group),0.6692540945543499,0.0128761217399629,0.588235294117647
2010,North Macedonia,Primary completion rate, total (% of relevant age group),0.6048984614863607,0.0871902515799923,0.72865275142315
2010,Timor-Leste,Primary completion rate, total (% of relevant age group),0.5722788872920748,0.0673340712460698,0.5806451612903227
2010,Togo,Primary completion rate, total (% of relevant age group),0.4389316852534232,0.0057677467454934,0.4003795066413662
2010,Trinidad and Tobago,Primary completion rate, total (% of relevant age group),0.6169869515248609,0.2438146071687269,0.715370018975332
2010,Tunisia,Primary completion rate, total (% of relevant age group),0.5953965809397003,0.0787177220041777,0.730550284629981
2010,Uganda,Primary completion rate, total (% of relevant age group),0.4980931303429419,0.0084913990048581,0.4193548387096775
2010,Ukraine,Primary completion rate, total (% of relevant age group),0.6907625397645106,0.0579687005935666,0.6356736242884251
2010,United Arab Emirates,Primary completion rate, total (% of relevant age group),0.572775749520073,0.4349569680403394,0.7571157495256167
2010,Tanzania,Primary completion rate, total (% of relevant age group),0.7264065799025972,0.0135872246917158,0.4022770398481974
2010,Uruguay,Primary completion rate, total (% of relevant age group),0.7030261507104176,0.1319959975218545,0.7590132827324478
2010,Uzbekistan,Primary completion rate, total (% of relevant age group),0.6545792117578071,0.0375011455439517,0.6072106261859582
2010,Vanuatu,Primary completion rate, total (% of relevant age group),0.5755549269899178,0.0193058189525043,0.6584440227703985
2010,Venezuela,Primary completion rate, total (% of relevant age group),0.6440892418338546,0.1298366295415749,0.7096774193548387
2010,Zambia,Primary completion rate, total (% of relevant age group),0.5881560466400957,0.0223907806472228,0.411764705882353
